,Day,Month,Year,1St,2ตัวบน,3ตัวบน,2ตัวล่าง,3ตัวหน้า1,3ตัวหน้า2,3ตัวล่าง1,3ตัวล่าง,2ตัวบน_100,2ตัวบน_10,2ตัวบน_1,3ตัวบน_100,3ตัวบน_10,3ตัวบน_1,2ตัวล่าง_100,2ตัวล่าง_10,2ตัวล่าง_1,3ตัวหน้า1_100,3ตัวหน้า1_10,3ตัวหน้า1_1,3ตัวหน้า2_100,3ตัวหน้า2_10,3ตัวหน้า2_1,3ตัวล่าง1_100,3ตัวล่าง1_10,3ตัวล่าง1_1,3ตัวล่าง_100,3ตัวล่าง_10,3ตัวล่าง_1
201,16,6,2555,159373,73,373,51,238,790,479,547,0,7,3,3,7,3,0,5,1,2,3,8,7,9,0,4,7,9,5,4,7
202,1,6,2555,882727,27,727,38,606,576,895,399,0,2,7,7,2,7,0,3,8,6,0,6,5,7,6,8,9,5,3,9,9
203,16,5,2555,814418,18,418,31,504,309,902,101,0,1,8,4,1,8,0,3,1,5,0,4,3,0,9,9,0,2,1,0,1
204,2,5,2555,889501,1,501,29,589,597,426,468,0,0,1,5,0,1,0,2,9,5,8,9,5,9,7,4,2,6,4,6,8
205,16,4,2555,583470,70,470,62,216,88,722,754,0,7,0,4,7,0,0,6,2,2,1,6,0,8,8,7,2,2,7,5,4
206,1,4,2555,257562,62,562,69,581,74,616,332,0,6,2,5,6,2,0,6,9,5,8,1,0,7,4,6,1,6,3,3,2
207,16,3,2555,607064,64,64,8,606,333,573,350,0,6,4,0,6,4,0,0,8,6,0,6,3,3,3,5,7,3,3,5,0
208,1,3,2555,222518,18,518,79,295,135,711,199,0,1,8,5,1,8,0,7,9,2,9,5,1,3,5,7,1,1,1,9,9
209,16,2,2555,648684,84,684,18,906,214,111,420,0,8,4,6,8,4,0,1,8,9,0,6,2,1,4,1,1,1,4,2,0
210,1,2,2555,320605,5,605,32,749,426,498,598,0,0,5,6,0,5,0,3,2,7,4,9,4,2,6,4,9,8,5,9,8
211,16,1,2555,451445,45,445,81,328,150,941,639,0,4,5,4,4,5,0,8,1,3,2,8,1,5,0,9,4,1,6,3,9
212,30,12,2554,526402,2,402,65,168,26,541,597,0,0,2,4,0,2,0,6,5,1,6,8,0,2,6,5,4,1,5,9,7
213,16,12,2554,884178,78,178,21,784,235,651,295,0,7,8,1,7,8,0,2,1,7,8,4,2,3,5,6,5,1,2,9,5
214,1,12,2554,408147,47,147,2,922,253,857,739,0,4,7,1,4,7,0,0,2,9,2,2,2,5,3,8,5,7,7,3,9
215,16,11,2554,997777,77,777,57,425,551,406,993,0,7,7,7,7,7,0,5,7,4,2,5,5,5,1,4,0,6,9,9,3
216,1,11,2554,805540,40,540,54,771,380,65,221,0,4,0,5,4,0,0,5,4,7,7,1,3,8,0,0,6,5,2,2,1
217,16,10,2554,955756,56,756,83,991,57,329,507,0,5,6,7,5,6,0,8,3,9,9,1,0,5,7,3,2,9,5,0,7
218,1,10,2554,511052,52,52,15,957,104,189,499,0,5,2,0,5,2,0,1,5,9,5,7,1,0,4,1,8,9,4,9,9
219,16,9,2554,731198,98,198,28,384,645,812,589,0,9,8,1,9,8,0,2,8,3,8,4,6,4,5,8,1,2,5,8,9
220,1,9,2554,724533,33,533,85,847,21,533,821,0,3,3,5,3,3,0,8,5,8,4,7,0,2,1,5,3,3,8,2,1
221,16,8,2554,536960,60,960,62,814,345,74,5,0,6,0,9,6,0,0,6,2,8,1,4,3,4,5,0,7,4,0,0,5
222,1,8,2554,218756,56,756,12,703,583,660,221,0,5,6,7,5,6,0,1,2,7,0,3,5,8,3,6,6,0,2,2,1
223,16,7,2554,116556,56,556,12,227,52,534,609,0,5,6,5,5,6,0,1,2,2,2,7,0,5,2,5,3,4,6,0,9
224,1,7,2554,622953,53,953,51,390,160,780,463,0,5,3,9,5,3,0,5,1,3,9,0,1,6,0,7,8,0,4,6,3
225,16,6,2554,351276,76,276,88,486,167,162,582,0,7,6,2,7,6,0,8,8,4,8,6,1,6,7,1,6,2,5,8,2
226,1,6,2554,562370,70,370,46,656,346,801,556,0,7,0,3,7,0,0,4,6,6,5,6,3,4,6,8,0,1,5,5,6
227,16,5,2554,406417,17,417,5,700,44,71,889,0,1,7,4,1,7,0,0,5,7,0,0,0,4,4,0,7,1,8,8,9
228,2,5,2554,54136,36,136,85,421,945,133,524,0,3,6,1,3,6,0,8,5,4,2,1,9,4,5,1,3,3,5,2,4
229,16,4,2554,825988,88,988,44,263,213,397,593,0,8,8,9,8,8,0,4,4,2,6,3,2,1,3,3,9,7,5,9,3
230,1,4,2554,814931,31,931,1,723,584,40,36,0,3,1,9,3,1,0,0,1,7,2,3,5,8,4,0,4,0,0,3,6
231,16,3,2554,593331,31,331,96,209,945,463,737,0,3,1,3,3,1,0,9,6,2,0,9,9,4,5,4,6,3,7,3,7
232,1,3,2554,656037,37,37,97,544,357,926,396,0,3,7,0,3,7,0,9,7,5,4,4,3,5,7,9,2,6,3,9,6
233,16,2,2554,481746,46,746,27,535,510,384,388,0,4,6,7,4,6,0,2,7,5,3,5,5,1,0,3,8,4,3,8,8
234,1,2,2554,610089,89,89,55,596,361,121,432,0,8,9,0,8,9,0,5,5,5,9,6,3,6,1,1,2,1,4,3,2
235,16,1,2554,281062,62,62,23,227,185,758,546,0,6,2,0,6,2,0,2,3,2,2,7,1,8,5,7,5,8,5,4,6
236,30,12,2553,884112,12,112,49,936,153,186,933,0,1,2,1,1,2,0,4,9,9,3,6,1,5,3,1,8,6,9,3,3
237,16,12,2553,334380,80,380,24,529,315,533,306,0,8,0,3,8,0,0,2,4,5,2,9,3,1,5,5,3,3,3,0,6
238,1,12,2553,181752,52,752,9,664,470,474,86,0,5,2,7,5,2,0,0,9,6,6,4,4,7,0,4,7,4,0,8,6
239,16,11,2553,813993,93,993,43,763,979,907,129,0,9,3,9,9,3,0,4,3,7,6,3,9,7,9,9,0,7,1,2,9
240,1,11,2553,191100,0,100,59,653,968,801,739,0,0,0,1,0,0,0,5,9,6,5,3,9,6,8,8,0,1,7,3,9
241,16,10,2553,621377,77,377,42,310,518,385,872,0,7,7,3,7,7,0,4,2,3,1,0,5,1,8,3,8,5,8,7,2
242,1,10,2553,488372,72,372,2,91,996,3,246,0,7,2,3,7,2,0,0,2,0,9,1,9,9,6,0,0,3,2,4,6
243,16,9,2553,17422,22,422,66,103,316,431,75,0,2,2,4,2,2,0,6,6,1,0,3,3,1,6,4,3,1,0,7,5
244,1,9,2553,354656,56,656,11,784,570,656,96,0,5,6,6,5,6,0,1,1,7,8,4,5,7,0,6,5,6,0,9,6
245,16,8,2553,911097,97,97,64,986,578,448,689,0,9,7,0,9,7,0,6,4,9,8,6,5,7,8,4,4,8,6,8,9
246,1,8,2553,210008,8,8,10,769,182,727,191,0,0,8,0,0,8,0,1,0,7,6,9,1,8,2,7,2,7,1,9,1
247,16,7,2553,180387,87,387,34,309,219,572,24,0,8,7,3,8,7,0,3,4,3,0,9,2,1,9,5,7,2,0,2,4
248,1,7,2553,480239,39,239,68,893,450,918,961,0,3,9,2,3,9,0,6,8,8,9,3,4,5,0,9,1,8,9,6,1
249,16,6,2553,500104,4,104,73,200,628,681,816,0,0,4,1,0,4,0,7,3,2,0,0,6,2,8,6,8,1,8,1,6
250,1,6,2553,444874,74,874,81,374,298,996,673,0,7,4,8,7,4,0,8,1,3,7,4,2,9,8,9,9,6,6,7,3
251,16,5,2553,480012,12,12,12,293,151,770,8,0,1,2,0,1,2,0,1,2,2,9,3,1,5,1,7,7,0,0,0,8
252,2,5,2553,360371,71,371,6,382,40,517,618,0,7,1,3,7,1,0,0,6,3,8,2,0,4,0,5,1,7,6,1,8
253,16,4,2553,211743,43,743,96,811,744,154,285,0,4,3,7,4,3,0,9,6,8,1,1,7,4,4,1,5,4,2,8,5
254,1,4,2553,959517,17,517,22,174,663,447,40,0,1,7,5,1,7,0,2,2,1,7,4,6,6,3,4,4,7,0,4,0
255,16,3,2553,364222,22,222,97,619,996,229,756,0,2,2,2,2,2,0,9,7,6,1,9,9,9,6,2,2,9,7,5,6
256,1,3,2553,215227,27,227,97,457,627,374,470,0,2,7,2,2,7,0,9,7,4,5,7,6,2,7,3,7,4,4,7,0
257,16,2,2553,133707,7,707,3,137,26,362,985,0,0,7,7,0,7,0,0,3,1,3,7,0,2,6,3,6,2,9,8,5
258,1,2,2553,186312,12,312,14,936,577,694,403,0,1,2,3,1,2,0,1,4,9,3,6,5,7,7,6,9,4,4,0,3
259,16,1,2553,73577,77,577,67,413,459,781,646,0,7,7,5,7,7,0,6,7,4,1,3,4,5,9,7,8,1,6,4,6
260,30,12,2552,994304,4,304,87,993,337,419,598,0,0,4,3,0,4,0,8,7,9,9,3,3,3,7,4,1,9,5,9,8
261,16,12,2552,685141,41,141,5,694,775,524,142,0,4,1,1,4,1,0,0,5,6,9,4,7,7,5,5,2,4,1,4,2
262,1,12,2552,776980,80,980,59,937,188,412,252,0,8,0,9,8,0,0,5,9,9,3,7,1,8,8,4,1,2,2,5,2
263,16,11,2552,55986,86,986,58,299,952,72,536,0,8,6,9,8,6,0,5,8,2,9,9,9,5,2,0,7,2,5,3,6
264,1,11,2552,689140,40,140,85,366,923,642,465,0,4,0,1,4,0,0,8,5,3,6,6,9,2,3,6,4,2,4,6,5
265,16,10,2552,258487,87,487,0,174,135,226,122,0,8,7,4,8,7,0,0,0,1,7,4,1,3,5,2,2,6,1,2,2
266,1,10,2552,169387,87,387,6,249,435,714,255,0,8,7,3,8,7,0,0,6,2,4,9,4,3,5,7,1,4,2,5,5
267,16,9,2552,202912,12,912,48,200,353,539,166,0,1,2,9,1,2,0,4,8,2,0,0,3,5,3,5,3,9,1,6,6
268,1,9,2552,15865,65,865,32,435,447,446,924,0,6,5,8,6,5,0,3,2,4,3,5,4,4,7,4,4,6,9,2,4
269,16,8,2552,462933,33,933,96,843,292,577,658,0,3,3,9,3,3,0,9,6,8,4,3,2,9,2,5,7,7,6,5,8
270,1,8,2552,154986,86,986,92,688,239,421,374,0,8,6,9,8,6,0,9,2,6,8,8,2,3,9,4,2,1,3,7,4
271,16,7,2552,816,16,816,94,5,177,356,836,0,1,6,8,1,6,0,9,4,0,0,5,1,7,7,3,5,6,8,3,6
272,1,7,2552,207542,42,542,66,233,107,799,385,0,4,2,5,4,2,0,6,6,2,3,3,1,0,7,7,9,9,3,8,5
273,16,6,2552,930456,56,456,15,125,44,954,179,0,5,6,4,5,6,0,1,5,1,2,5,0,4,4,9,5,4,1,7,9
274,1,6,2552,777661,61,661,26,242,97,240,642,0,6,1,6,6,1,0,2,6,2,4,2,0,9,7,2,4,0,6,4,2
275,16,5,2552,111411,11,411,54,368,838,362,892,0,1,1,4,1,1,0,5,4,3,6,8,8,3,8,3,6,2,8,9,2
276,2,5,2552,294452,52,452,11,222,549,947,301,0,5,2,4,5,2,0,1,1,2,2,2,5,4,9,9,4,7,3,0,1
277,16,4,2552,368415,15,415,33,954,179,7,570,0,1,5,4,1,5,0,3,3,9,5,4,1,7,9,0,0,7,5,7,0
278,1,4,2552,816578,78,578,50,572,363,113,44,0,7,8,5,7,8,0,5,0,5,7,2,3,6,3,1,1,3,0,4,4
279,16,3,2552,268812,12,812,36,228,929,424,63,0,1,2,8,1,2,0,3,6,2,2,8,9,2,9,4,2,4,0,6,3
280,1,3,2552,553091,91,91,67,224,238,665,295,0,9,1,0,9,1,0,6,7,2,2,4,2,3,8,6,6,5,2,9,5
281,16,2,2552,38730,30,730,93,961,939,115,434,0,3,0,7,3,0,0,9,3,9,6,1,9,3,9,1,1,5,4,3,4
282,1,2,2552,534533,33,533,69,660,777,15,427,0,3,3,5,3,3,0,6,9,6,6,0,7,7,7,0,1,5,4,2,7
283,16,1,2552,743212,12,212,25,266,800,842,885,0,1,2,2,1,2,0,2,5,2,6,6,8,0,0,8,4,2,8,8,5
284,30,12,2551,218596,96,596,22,94,197,831,984,0,9,6,5,9,6,0,2,2,0,9,4,1,9,7,8,3,1,9,8,4
285,16,12,2551,74114,14,114,25,305,715,803,959,0,1,4,1,1,4,0,2,5,3,0,5,7,1,5,8,0,3,9,5,9
286,1,12,2551,205434,34,434,5,13,260,617,957,0,3,4,4,3,4,0,0,5,0,1,3,2,6,0,6,1,7,9,5,7
287,16,11,2551,2612,12,612,20,68,589,824,877,0,1,2,6,1,2,0,2,0,0,6,8,5,8,9,8,2,4,8,7,7
288,1,11,2551,272028,28,28,76,285,333,421,929,0,2,8,0,2,8,0,7,6,2,8,5,3,3,3,4,2,1,9,2,9
289,16,10,2551,431277,77,277,98,324,526,644,648,0,7,7,2,7,7,0,9,8,3,2,4,5,2,6,6,4,4,6,4,8
290,1,10,2551,882911,11,911,67,204,302,311,395,0,1,1,9,1,1,0,6,7,2,0,4,3,0,2,3,1,1,3,9,5
291,16,9,2551,12377,77,377,56,378,534,557,691,0,7,7,3,7,7,0,5,6,3,7,8,5,3,4,5,5,7,6,9,1
292,1,9,2551,695993,93,993,9,27,206,413,904,0,9,3,9,9,3,0,0,9,0,2,7,2,0,6,4,1,3,9,0,4
293,16,8,2551,380377,77,377,36,161,445,457,744,0,7,7,3,7,7,0,3,6,1,6,1,4,4,5,4,5,7,7,4,4
294,1,8,2551,850348,48,348,11,236,386,408,913,0,4,8,3,4,8,0,1,1,2,3,6,3,8,6,4,0,8,9,1,3
295,16,7,2551,257374,74,374,41,344,401,486,576,0,7,4,3,7,4,0,4,1,3,4,4,4,0,1,4,8,6,5,7,6
296,1,7,2551,943671,71,671,50,96,287,490,523,0,7,1,6,7,1,0,5,0,0,9,6,2,8,7,4,9,0,5,2,3
297,16,6,2551,729111,11,111,75,339,345,639,870,0,1,1,1,1,1,0,7,5,3,3,9,3,4,5,6,3,9,8,7,0
298,1,6,2551,414875,75,875,35,370,666,747,916,0,7,5,8,7,5,0,3,5,3,7,0,6,6,6,7,4,7,9,1,6
299,16,5,2551,329231,31,231,69,193,120,355,214,0,3,1,2,3,1,0,6,9,1,9,3,1,2,0,3,5,5,2,1,4
300,2,5,2551,453011,11,11,62,1,133,1,792,0,1,1,0,1,1,0,6,2,0,0,1,1,3,3,0,0,1,7,9,2
301,16,4,2551,982800,0,800,64,802,584,43,8,0,0,0,8,0,0,0,6,4,8,0,2,5,8,4,0,4,3,0,0,8
302,1,4,2551,12653,53,653,71,124,195,200,586,0,5,3,6,5,3,0,7,1,1,2,4,1,9,5,2,0,0,5,8,6
303,16,3,2551,74946,46,946,33,77,974,85,158,0,4,6,9,4,6,0,3,3,0,7,7,9,7,4,0,8,5,1,5,8
304,1,3,2551,936685,85,685,5,56,85,371,691,0,8,5,6,8,5,0,0,5,0,5,6,0,8,5,3,7,1,6,9,1
305,16,2,2551,137054,54,54,80,344,512,630,892,0,5,4,0,5,4,0,8,0,3,4,4,5,1,2,6,3,0,8,9,2
306,1,2,2551,212684,84,684,26,311,472,732,796,0,8,4,6,8,4,0,2,6,3,1,1,4,7,2,7,3,2,7,9,6
307,16,1,2551,556010,10,10,81,413,548,942,965,0,1,0,0,1,0,0,8,1,4,1,3,5,4,8,9,4,2,9,6,5
308,30,12,2550,595411,11,411,81,267,490,741,787,0,1,1,4,1,1,0,8,1,2,6,7,4,9,0,7,4,1,7,8,7
309,16,12,2550,513501,1,501,96,425,432,460,702,0,0,1,5,0,1,0,9,6,4,2,5,4,3,2,4,6,0,7,0,2
310,1,12,2550,113410,10,410,18,418,485,627,659,0,1,0,4,1,0,0,1,8,4,1,8,4,8,5,6,2,7,6,5,9
311,16,11,2550,562481,81,481,73,130,198,752,844,0,8,1,4,8,1,0,7,3,1,3,0,1,9,8,7,5,2,8,4,4
312,1,11,2550,927907,7,907,88,213,277,524,648,0,0,7,9,0,7,0,8,8,2,1,3,2,7,7,5,2,4,6,4,8
313,16,10,2550,32988,88,988,48,158,663,685,846,0,8,8,9,8,8,0,4,8,1,5,8,6,6,3,6,8,5,8,4,6
314,1,10,2550,430667,67,667,76,90,104,126,667,0,6,7,6,6,7,0,7,6,0,9,0,1,0,4,1,2,6,6,6,7
315,16,9,2550,499336,36,336,45,247,273,604,608,0,3,6,3,3,6,0,4,5,2,4,7,2,7,3,6,0,4,6,0,8
316,1,9,2550,331810,10,810,69,293,505,518,520,0,1,0,8,1,0,0,6,9,2,9,3,5,0,5,5,1,8,5,2,0
317,16,8,2550,476207,7,207,93,234,236,312,424,0,0,7,2,0,7,0,9,3,2,3,4,2,3,6,3,1,2,4,2,4
318,1,8,2550,429924,24,924,29,6,48,885,962,0,2,4,9,2,4,0,2,9,0,0,6,0,4,8,8,8,5,9,6,2
319,16,7,2550,527384,84,384,77,105,183,334,947,0,8,4,3,8,4,0,7,7,1,0,5,1,8,3,3,3,4,9,4,7
320,1,7,2550,565151,51,151,76,146,287,638,949,0,5,1,1,5,1,0,7,6,1,4,6,2,8,7,6,3,8,9,4,9
321,16,6,2550,393194,94,194,41,989,907,424,589,0,9,4,1,9,4,0,4,1,9,8,9,9,0,7,4,2,4,5,8,9
322,1,6,2550,836393,93,393,5,739,242,523,433,0,9,3,3,9,3,0,0,5,7,3,9,2,4,2,5,2,3,4,3,3
323,16,5,2550,232897,97,897,25,924,858,751,585,0,9,7,8,9,7,0,2,5,9,2,4,8,5,8,7,5,1,5,8,5
324,2,5,2550,430374,74,374,81,553,442,881,729,0,7,4,3,7,4,0,8,1,5,5,3,4,4,2,8,8,1,7,2,9
325,16,4,2550,405105,5,105,63,13,987,866,522,0,0,5,1,0,5,0,6,3,0,1,3,9,8,7,8,6,6,5,2,2
326,1,4,2550,622780,80,780,93,677,794,814,22,0,8,0,7,8,0,0,9,3,6,7,7,7,9,4,8,1,4,0,2,2
327,16,3,2550,876763,63,763,85,191,1,906,350,0,6,3,7,6,3,0,8,5,1,9,1,0,0,1,9,0,6,3,5,0
328,1,3,2550,742425,25,425,61,949,294,942,801,0,2,5,4,2,5,0,6,1,9,4,9,2,9,4,9,4,2,8,0,1
329,16,2,2550,277859,59,859,95,625,607,979,384,0,5,9,8,5,9,0,9,5,6,2,5,6,0,7,9,7,9,3,8,4
330,1,2,2550,769925,25,925,56,893,239,287,865,0,2,5,9,2,5,0,5,6,8,9,3,2,3,9,2,8,7,8,6,5
331,16,1,2550,838739,39,739,55,293,263,845,803,0,3,9,7,3,9,0,5,5,2,9,3,2,6,3,8,4,5,8,0,3
332,30,12,2549,778584,84,584,7,811,403,164,971,0,8,4,5,8,4,0,0,7,8,1,1,4,0,3,1,6,4,9,7,1
333,16,12,2549,147977,77,977,45,439,694,647,197,0,7,7,9,7,7,0,4,5,4,3,9,6,9,4,6,4,7,1,9,7
334,1,12,2549,270052,52,52,12,621,462,91,236,0,5,2,0,5,2,0,1,2,6,2,1,4,6,2,0,9,1,2,3,6
335,16,11,2549,562856,56,856,94,508,307,680,347,0,5,6,8,5,6,0,9,4,5,0,8,3,0,7,6,8,0,3,4,7
336,1,11,2549,910957,57,957,29,647,739,137,905,0,5,7,9,5,7,0,2,9,6,4,7,7,3,9,1,3,7,9,0,5
337,16,10,2549,264825,25,825,58,903,92,358,832,0,2,5,8,2,5,0,5,8,9,0,3,0,9,2,3,5,8,8,3,2
338,1,10,2549,952335,35,335,92,7,804,879,951,0,3,5,3,3,5,0,9,2,0,0,7,8,0,4,8,7,9,9,5,1
339,16,9,2549,217948,48,948,41,916,290,864,121,0,4,8,9,4,8,0,4,1,9,1,6,2,9,0,8,6,4,1,2,1
340,1,9,2549,381761,61,761,44,600,693,93,626,0,6,1,7,6,1,0,4,4,6,0,0,6,9,3,0,9,3,6,2,6
341,16,8,2549,977486,86,486,91,221,305,230,103,0,8,6,4,8,6,0,9,1,2,2,1,3,0,5,2,3,0,1,0,3
342,1,8,2549,238654,54,654,88,847,5,817,487,0,5,4,6,5,4,0,8,8,8,4,7,0,0,5,8,1,7,4,8,7
343,16,7,2549,512434,34,434,48,989,98,518,432,0,3,4,4,3,4,0,4,8,9,8,9,0,9,8,5,1,8,4,3,2
344,1,7,2549,952890,90,890,65,126,183,17,839,0,9,0,8,9,0,0,6,5,1,2,6,1,8,3,0,1,7,8,3,9
345,16,6,2549,100935,35,935,17,381,410,595,250,0,3,5,9,3,5,0,1,7,3,8,1,4,1,0,5,9,5,2,5,0
346,1,6,2549,810850,50,850,99,526,149,382,664,0,5,0,8,5,0,0,9,9,5,2,6,1,4,9,3,8,2,6,6,4
347,16,5,2549,100344,44,344,71,386,463,811,696,0,4,4,3,4,4,0,7,1,3,8,6,4,6,3,8,1,1,6,9,6
348,2,5,2549,24554,54,554,27,6,438,82,117,0,5,4,5,5,4,0,2,7,0,0,6,4,3,8,0,8,2,1,1,7
349,16,4,2549,38564,64,564,49,210,442,769,877,0,6,4,5,6,4,0,4,9,2,1,0,4,4,2,7,6,9,8,7,7
350,1,4,2549,738365,65,365,95,64,955,301,522,0,6,5,3,6,5,0,9,5,0,6,4,9,5,5,3,0,1,5,2,2
351,16,3,2549,936177,77,177,30,486,185,205,320,0,7,7,1,7,7,0,3,0,4,8,6,1,8,5,2,0,5,3,2,0
352,1,3,2549,582473,73,473,43,586,801,108,914,0,7,3,4,7,3,0,4,3,5,8,6,8,0,1,1,0,8,9,1,4
353,16,2,2549,317009,9,9,66,784,240,135,280,0,0,9,0,0,9,0,6,6,7,8,4,2,4,0,1,3,5,2,8,0
354,1,2,2549,412729,29,729,87,915,720,149,384,0,2,9,7,2,9,0,8,7,9,1,5,7,2,0,1,4,9,3,8,4
355,16,1,2549,432747,47,747,79,222,789,965,200,0,4,7,7,4,7,0,7,9,2,2,2,7,8,9,9,6,5,2,0,0
356,30,12,2548,492955,55,955,94,66,308,742,150,0,5,5,9,5,5,0,9,4,0,6,6,3,0,8,7,4,2,1,5,0
357,16,12,2548,449565,65,565,86,802,162,958,994,0,6,5,5,6,5,0,8,6,8,0,2,1,6,2,9,5,8,9,9,4
358,1,12,2548,388551,51,551,17,72,764,27,770,0,5,1,5,5,1,0,1,7,0,7,2,7,6,4,0,2,7,7,7,0
359,16,11,2548,742518,18,518,80,502,741,887,137,0,1,8,5,1,8,0,8,0,5,0,2,7,4,1,8,8,7,1,3,7
360,1,11,2548,970577,77,577,98,171,375,9,216,0,7,7,5,7,7,0,9,8,1,7,1,3,7,5,0,0,9,2,1,6
361,16,10,2548,41072,72,72,71,346,913,410,269,0,7,2,0,7,2,0,7,1,3,4,6,9,1,3,4,1,0,2,6,9
362,1,10,2548,766482,82,482,24,766,551,792,275,0,8,2,4,8,2,0,2,4,7,6,6,5,5,1,7,9,2,2,7,5
363,16,9,2548,214768,68,768,10,498,282,124,57,0,6,8,7,6,8,0,1,0,4,9,8,2,8,2,1,2,4,0,5,7
364,1,9,2548,316933,33,933,17,123,338,969,47,0,3,3,9,3,3,0,1,7,1,2,3,3,3,8,9,6,9,0,4,7
365,16,8,2548,475560,60,560,68,272,844,103,915,0,6,0,5,6,0,0,6,8,2,7,2,8,4,4,1,0,3,9,1,5
366,1,8,2548,961633,33,633,26,55,152,386,272,0,3,3,6,3,3,0,2,6,0,5,5,1,5,2,3,8,6,2,7,2
367,16,7,2548,477452,52,452,13,757,150,460,642,0,5,2,4,5,2,0,1,3,7,5,7,1,5,0,4,6,0,6,4,2
368,1,7,2548,9554,54,554,87,798,427,641,244,0,5,4,5,5,4,0,8,7,7,9,8,4,2,7,6,4,1,2,4,4
369,16,6,2548,793070,70,70,44,806,21,74,605,0,7,0,0,7,0,0,4,4,8,0,6,0,2,1,0,7,4,6,0,5
370,1,6,2548,176893,93,893,35,176,579,616,405,0,9,3,8,9,3,0,3,5,1,7,6,5,7,9,6,1,6,4,0,5
371,16,5,2548,867134,34,134,97,376,648,465,693,0,3,4,1,3,4,0,9,7,3,7,6,6,4,8,4,6,5,6,9,3
372,2,5,2548,772467,67,467,43,17,383,815,73,0,6,7,4,6,7,0,4,3,0,1,7,3,8,3,8,1,5,0,7,3
373,16,4,2548,119327,27,327,10,81,968,346,627,0,2,7,3,2,7,0,1,0,0,8,1,9,6,8,3,4,6,6,2,7
374,1,4,2548,815753,53,753,69,482,381,224,807,0,5,3,7,5,3,0,6,9,4,8,2,3,8,1,2,2,4,8,0,7
375,16,3,2548,196345,45,345,3,73,601,783,394,0,4,5,3,4,5,0,0,3,0,7,3,6,0,1,7,8,3,3,9,4
376,1,3,2548,800751,51,751,93,681,714,998,669,0,5,1,7,5,1,0,9,3,6,8,1,7,1,4,9,9,8,6,6,9
377,16,2,2548,816422,22,422,53,86,356,192,65,0,2,2,4,2,2,0,5,3,0,8,6,3,5,6,1,9,2,0,6,5
378,1,2,2548,540054,54,54,34,389,180,863,571,0,5,4,0,5,4,0,3,4,3,8,9,1,8,0,8,6,3,5,7,1
379,16,1,2548,335022,22,22,8,689,291,39,479,0,2,2,0,2,2,0,0,8,6,8,9,2,9,1,0,3,9,4,7,9
380,30,12,2547,168858,58,858,28,221,603,627,179,0,5,8,8,5,8,0,2,8,2,2,1,6,0,3,6,2,7,1,7,9
381,16,12,2547,479372,72,372,17,288,75,999,183,0,7,2,3,7,2,0,1,7,2,8,8,0,7,5,9,9,9,1,8,3
382,1,12,2547,504658,58,658,69,139,14,984,691,0,5,8,6,5,8,0,6,9,1,3,9,0,1,4,9,8,4,6,9,1
383,16,11,2547,754622,22,622,64,918,19,744,904,0,2,2,6,2,2,0,6,4,9,1,8,0,1,9,7,4,4,9,0,4
384,1,11,2547,185966,66,966,23,862,137,745,661,0,6,6,9,6,6,0,2,3,8,6,2,1,3,7,7,4,5,6,6,1
385,16,10,2547,355858,58,858,62,162,200,438,890,0,5,8,8,5,8,0,6,2,1,6,2,2,0,0,4,3,8,8,9,0
386,1,10,2547,110866,66,866,66,200,547,781,806,0,6,6,8,6,6,0,6,6,2,0,0,5,4,7,7,8,1,8,0,6
387,16,9,2547,923373,73,373,59,295,888,774,867,0,7,3,3,7,3,0,5,9,2,9,5,8,8,8,7,7,4,8,6,7
388,1,9,2547,96597,97,597,70,709,929,14,456,0,9,7,5,9,7,0,7,0,7,0,9,9,2,9,0,1,4,4,5,6
389,16,8,2547,335921,21,921,59,114,82,559,288,0,2,1,9,2,1,0,5,9,1,1,4,0,8,2,5,5,9,2,8,8
390,2,8,2547,868990,90,990,45,956,811,510,377,0,9,0,9,9,0,0,4,5,9,5,6,8,1,1,5,1,0,3,7,7
391,16,7,2547,205588,88,588,25,696,726,461,154,0,8,8,5,8,8,0,2,5,6,9,6,7,2,6,4,6,1,1,5,4
392,1,7,2547,312471,71,471,66,313,598,664,261,0,7,1,4,7,1,0,6,6,3,1,3,5,9,8,6,6,4,2,6,1
393,16,6,2547,208713,13,713,87,414,911,459,986,0,1,3,7,1,3,0,8,7,4,1,4,9,1,1,4,5,9,9,8,6
394,1,6,2547,614144,44,144,72,990,776,425,992,0,4,4,1,4,4,0,7,2,9,9,0,7,7,6,4,2,5,9,9,2
395,16,5,2547,589207,7,207,13,492,992,526,253,0,0,7,2,0,7,0,1,3,4,9,2,9,9,2,5,2,6,2,5,3
396,2,5,2547,653403,3,403,91,385,550,822,101,0,0,3,4,0,3,0,9,1,3,8,5,5,5,0,8,2,2,1,0,1
397,16,4,2547,705832,32,832,12,8,966,634,721,0,3,2,8,3,2,0,1,2,0,0,8,9,6,6,6,3,4,7,2,1
398,1,4,2547,196391,91,391,62,808,918,257,851,0,9,1,3,9,1,0,6,2,8,0,8,9,1,8,2,5,7,8,5,1
399,16,3,2547,615366,66,366,69,779,94,478,830,0,6,6,3,6,6,0,6,9,7,7,9,0,9,4,4,7,8,8,3,0
400,1,3,2547,697483,83,483,50,610,510,759,206,0,8,3,4,8,3,0,5,0,6,1,0,5,1,0,7,5,9,2,0,6
401,16,2,2547,698002,2,2,0,877,309,798,72,0,0,2,0,0,2,0,0,0,8,7,7,3,0,9,7,9,8,0,7,2
